# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      62     -0.91131676E-02     -0.91726616E-02     -0.24129956E-02     -0.55222891E-02
      63     -0.91140444E-02     -0.91726616E-02     -0.24278150E-02     -0.55222891E-02
      64     -0.91149947E-02     -0.91726616E-02     -0.24422257E-02     -0.55222891E-02
      65     -0.91158694E-02     -0.91726616E-02     -0.24572195E-02     -0.55222891E-02
      66     -0.91167145E-02     -0.91726616E-02     -0.24720440E-02     -0.55222891E-02
      67     -0.91175653E-02     -0.91726616E-02     -0.24862771E-02     -0.55222891E-02
      68     -0.91184421E-02     -0.91726616E-02     -0.25014668E-02     -0.55222891E-02
      69     -0.91192061E-02     -0.91726616E-02     -0.25151118E-02     -0.55222891E-02
      70     -0.91199398E-02     -0.91726616E-02     -0.25293361E-02     -0.55222891E-02
      71     -0.91206475E-02     -0.91726616E-02     -0.25434842E-02     -0.55222891E-02
      72     -0.91213648E-02     -0.91726616E-02     -0.25568017E-02     -0.55222891E-02
      73     -0.91221661E-02     -0.91726616E-02     -0.25713953E-02     -0.55222891E-02
      74     -0.91228506E-02     -0.91726616E-02     -0.25847380E-02     -0.55222891E-02
      75     -0.91235525E-02     -0.91726616E-02     -0.25987996E-02     -0.55222891E-02
      76     -0.91241563E-02     -0.91726616E-02     -0.26113174E-02     -0.55222891E-02
      77     -0.91247082E-02     -0.91726616E-02     -0.26246208E-02     -0.55222891E-02
      78     -0.91252724E-02     -0.91726616E-02     -0.26378761E-02     -0.55222891E-02
      79     -0.91258307E-02     -0.91726616E-02     -0.26514333E-02     -0.55222891E-02
      80     -0.91263950E-02     -0.91726616E-02     -0.26645181E-02     -0.55222891E-02
      81     -0.91268933E-02     -0.91726616E-02     -0.26777246E-02     -0.55222891E-02
      82     -0.91273889E-02     -0.91726616E-02     -0.26904100E-02     -0.55222891E-02
      83     -0.91279016E-02     -0.91726616E-02     -0.27039690E-02     -0.55222891E-02
      84     -0.91284255E-02     -0.91726616E-02     -0.27179927E-02     -0.55222891E-02
      85     -0.91289744E-02     -0.91726616E-02     -0.27328134E-02     -0.55222891E-02
      86     -0.91295102E-02     -0.91726616E-02     -0.27478232E-02     -0.55222891E-02
      87     -0.91299837E-02     -0.91726616E-02     -0.27612985E-02     -0.55222891E-02
      88     -0.91304450E-02     -0.91726616E-02     -0.27744207E-02     -0.55222891E-02
      89     -0.91309057E-02     -0.91726616E-02     -0.27868622E-02     -0.55222891E-02
      90     -0.91313778E-02     -0.91726616E-02     -0.28017041E-02     -0.55222891E-02
      91     -0.91319312E-02     -0.91726616E-02     -0.28156230E-02     -0.55222891E-02
      92     -0.91323889E-02     -0.91726616E-02     -0.28299194E-02     -0.55222891E-02
      93     -0.91328134E-02     -0.91726616E-02     -0.28448150E-02     -0.55222891E-02
      94     -0.91332648E-02     -0.91726616E-02     -0.28575724E-02     -0.55222891E-02
      95     -0.91336955E-02     -0.91726616E-02     -0.28715814E-02     -0.55222891E-02
      96     -0.91341582E-02     -0.91726616E-02     -0.28846891E-02     -0.55222891E-02
      97     -0.91345403E-02     -0.91726616E-02     -0.28982811E-02     -0.55222891E-02
      98     -0.91349818E-02     -0.91726616E-02     -0.29117579E-02     -0.55222891E-02
      99     -0.91353360E-02     -0.91726616E-02     -0.29255341E-02     -0.55222891E-02
     100     -0.91356980E-02     -0.91726616E-02     -0.29384852E-02     -0.55222891E-02
     101     -0.91360469E-02     -0.91726616E-02     -0.29515997E-02     -0.55222891E-02
     102     -0.91364275E-02     -0.91726616E-02     -0.29648912E-02     -0.55222891E-02
     103     -0.91368153E-02     -0.91726616E-02     -0.29783126E-02     -0.55222891E-02
     104     -0.91371362E-02     -0.91726616E-02     -0.29899300E-02     -0.55222891E-02
     105     -0.91374994E-02     -0.91726616E-02     -0.30030170E-02     -0.55222891E-02
     106     -0.91378424E-02     -0.91726616E-02     -0.30152698E-02     -0.55222891E-02
     107     -0.91381846E-02     -0.91726616E-02     -0.30276485E-02     -0.55222891E-02
     108     -0.91384799E-02     -0.91726616E-02     -0.30402597E-02     -0.55222891E-02
     109     -0.91388392E-02     -0.91726616E-02     -0.30529339E-02     -0.55222891E-02
     110     -0.91391236E-02     -0.91726616E-02     -0.30642920E-02     -0.55222891E-02
     111     -0.91394212E-02     -0.91726616E-02     -0.30764889E-02     -0.55222891E-02
     112     -0.91397062E-02     -0.91726616E-02     -0.30888771E-02     -0.55222891E-02
     113     -0.91400345E-02     -0.91726616E-02     -0.31013140E-02     -0.55222891E-02
     114     -0.91402819E-02     -0.91726616E-02     -0.31139626E-02     -0.55222891E-02
     115     -0.91405752E-02     -0.91726616E-02     -0.31270202E-02     -0.55222891E-02
     116     -0.91408982E-02     -0.91726616E-02     -0.31396239E-02     -0.55222891E-02
     117     -0.91411695E-02     -0.91726616E-02     -0.31518725E-02     -0.55222891E-02
     118     -0.91414221E-02     -0.91726616E-02     -0.31646285E-02     -0.55222891E-02
     119     -0.91416673E-02     -0.91726616E-02     -0.31767927E-02     -0.55222891E-02
     120     -0.91419475E-02     -0.91726616E-02     -0.31904507E-02     -0.55222891E-02
     121     -0.91422161E-02     -0.91726616E-02     -0.32022676E-02     -0.55222891E-02
     122     -0.91424627E-02     -0.91726616E-02     -0.32149385E-02     -0.55222891E-02
     123     -0.91427256E-02     -0.91726616E-02     -0.32270770E-02     -0.55222891E-02
     124     -0.91429666E-02     -0.91726616E-02     -0.32393182E-02     -0.55222891E-02
     125     -0.91432176E-02     -0.91726616E-02     -0.32511194E-02     -0.55222891E-02
     126     -0.91434876E-02     -0.91726616E-02     -0.32634786E-02     -0.55222891E-02
     127     -0.91437158E-02     -0.91726616E-02     -0.32777881E-02     -0.55222891E-02
     128     -0.91439263E-02     -0.91726616E-02     -0.32903723E-02     -0.55222891E-02
     129     -0.91441480E-02     -0.91726616E-02     -0.33029625E-02     -0.55222891E-02
     130     -0.91445088E-02     -0.91726616E-02     -0.33155308E-02     -0.55222891E-02
     131     -0.91447490E-02     -0.91726616E-02     -0.33274184E-02     -0.55222891E-02
     132     -0.91449346E-02     -0.91726616E-02     -0.33405086E-02     -0.55222891E-02
     133     -0.91451768E-02     -0.91726616E-02     -0.33531226E-02     -0.55222891E-02
     134     -0.91453770E-02     -0.91726616E-02     -0.33658726E-02     -0.55222891E-02
     135     -0.91455768E-02     -0.91726616E-02     -0.33782952E-02     -0.55222891E-02
     136     -0.91457684E-02     -0.91726616E-02     -0.33897437E-02     -0.55222891E-02
     137     -0.91460066E-02     -0.91726616E-02     -0.34019307E-02     -0.55222891E-02
     138     -0.91461965E-02     -0.91726616E-02     -0.34139868E-02     -0.55222891E-02
     139     -0.91463797E-02     -0.91726616E-02     -0.34262215E-02     -0.55222891E-02
     140     -0.91466299E-02     -0.91726616E-02     -0.34380068E-02     -0.55222891E-02
     141     -0.91468050E-02     -0.91726616E-02     -0.34503869E-02     -0.55222891E-02
     142     -0.91470258E-02     -0.91726616E-02     -0.34627156E-02     -0.55222891E-02
     143     -0.91472108E-02     -0.91726616E-02     -0.34742909E-02     -0.55222891E-02
     144     -0.91473962E-02     -0.91726616E-02     -0.34869609E-02     -0.55222891E-02
     145     -0.91475804E-02     -0.91726616E-02     -0.34990375E-02     -0.55222891E-02
     146     -0.91477569E-02     -0.91726616E-02     -0.35126195E-02     -0.55222891E-02
     147     -0.91479422E-02     -0.91726616E-02     -0.35252568E-02     -0.55222891E-02
     148     -0.91481260E-02     -0.91726616E-02     -0.35370903E-02     -0.55222891E-02
     149     -0.91482905E-02     -0.91726616E-02     -0.35489439E-02     -0.55222891E-02
     150     -0.91484560E-02     -0.91726616E-02     -0.35609546E-02     -0.55222891E-02
     151     -0.91486364E-02     -0.91726616E-02     -0.35729792E-02     -0.55222891E-02
     152     -0.91487800E-02     -0.91726616E-02     -0.35846681E-02     -0.55222891E-02
     153     -0.91489432E-02     -0.91726616E-02     -0.35970181E-02     -0.55222891E-02
     154     -0.91491022E-02     -0.91726616E-02     -0.36101078E-02     -0.55222891E-02
     155     -0.91492488E-02     -0.91726616E-02     -0.36223254E-02     -0.55222891E-02
     156     -0.91494001E-02     -0.91726616E-02     -0.36356463E-02     -0.55222891E-02
     157     -0.91495404E-02     -0.91726616E-02     -0.36480137E-02     -0.55222891E-02
     158     -0.91496943E-02     -0.91726616E-02     -0.36600541E-02     -0.55222891E-02
     159     -0.91498555E-02     -0.91726616E-02     -0.36728132E-02     -0.55222891E-02
     160     -0.91499898E-02     -0.91726616E-02     -0.36854408E-02     -0.55222891E-02
     161     -0.91501199E-02     -0.91726616E-02     -0.36975637E-02     -0.55222891E-02
     162     -0.91502469E-02     -0.91726616E-02     -0.37093133E-02     -0.55222891E-02
     163     -0.91503686E-02     -0.91726616E-02     -0.37212845E-02     -0.55222891E-02

# q=  0.00000000E+00  0.91666667E+00  0.00000000E+00  (qpt 12)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.67313002E-03     -0.27739475E-02     -0.23116892E-03     -0.55119504E-02
       2     -0.12597945E-02     -0.27739475E-02     -0.44559203E-03     -0.55119504E-02
       3     -0.15376191E-02     -0.27739475E-02     -0.62944112E-03     -0.55119504E-02
       4     -0.17883875E-02     -0.27739475E-02     -0.80859104E-03     -0.55119504E-02
       5     -0.20562815E-02     -0.27739475E-02     -0.94743752E-03     -0.55119504E-02
       6     -0.22555899E-02     -0.27739475E-02     -0.10842368E-02     -0.55119504E-02
       7     -0.23413434E-02     -0.27739475E-02     -0.12103245E-02     -0.55119504E-02
       8     -0.24202510E-02     -0.27739475E-02     -0.13289331E-02     -0.55119504E-02
       9     -0.24632520E-02     -0.27739475E-02     -0.13660600E-02     -0.55119504E-02
      10     -0.24947266E-02     -0.27739475E-02     -0.13965717E-02     -0.55119504E-02
      11     -0.25209193E-02     -0.27739475E-02     -0.14262682E-02     -0.55119504E-02
      12     -0.25422766E-02     -0.27739475E-02     -0.14543770E-02     -0.55119504E-02
      13     -0.25729058E-02     -0.27739475E-02     -0.14853857E-02     -0.55119504E-02
      14     -0.25927265E-02     -0.27739475E-02     -0.15122697E-02     -0.55119504E-02
      15     -0.26116885E-02     -0.27739475E-02     -0.15358228E-02     -0.55119504E-02
      16     -0.26286252E-02     -0.27739475E-02     -0.15606882E-02     -0.55119504E-02
      17     -0.26443589E-02     -0.27739475E-02     -0.15850931E-02     -0.55119504E-02
      18     -0.26562395E-02     -0.27739475E-02     -0.16105446E-02     -0.55119504E-02
      19     -0.26704449E-02     -0.27739475E-02     -0.16412199E-02     -0.55119504E-02
      20     -0.26835291E-02     -0.27739475E-02     -0.16685946E-02     -0.55119504E-02
      21     -0.26915060E-02     -0.27739475E-02     -0.16945912E-02     -0.55119504E-02
      22     -0.26982734E-02     -0.27739475E-02     -0.17219579E-02     -0.55119504E-02
      23     -0.27058652E-02     -0.27739475E-02     -0.17477332E-02     -0.55119504E-02
      24     -0.27121632E-02     -0.27739475E-02     -0.17719308E-02     -0.55119504E-02
      25     -0.27170313E-02     -0.27739475E-02     -0.17960993E-02     -0.55119504E-02
      26     -0.27223325E-02     -0.27739475E-02     -0.18204527E-02     -0.55119504E-02
      27     -0.27259458E-02     -0.27739475E-02     -0.18457993E-02     -0.55119504E-02
      28     -0.27295614E-02     -0.27739475E-02     -0.18681516E-02     -0.55119504E-02
      29     -0.27322682E-02     -0.27739475E-02     -0.18911111E-02     -0.55119504E-02
      30     -0.27357113E-02     -0.27739475E-02     -0.19125136E-02     -0.55119504E-02
      31     -0.27383909E-02     -0.27739475E-02     -0.19357465E-02     -0.55119504E-02
      32     -0.27402415E-02     -0.27739475E-02     -0.19586147E-02     -0.55119504E-02
      33     -0.27420831E-02     -0.27739475E-02     -0.19825718E-02     -0.55119504E-02
      34     -0.27436663E-02     -0.27739475E-02     -0.20026626E-02     -0.55119504E-02
      35     -0.27453235E-02     -0.27739475E-02     -0.20242515E-02     -0.55119504E-02
      36     -0.27468548E-02     -0.27739475E-02     -0.20458737E-02     -0.55119504E-02
      37     -0.27479601E-02     -0.27739475E-02     -0.20645980E-02     -0.55119504E-02
      38     -0.27488499E-02     -0.27739475E-02     -0.20820426E-02     -0.55119504E-02
      39     -0.27497640E-02     -0.27739475E-02     -0.20983156E-02     -0.55119504E-02
      40     -0.27506669E-02     -0.27739475E-02     -0.21157557E-02     -0.55119504E-02
      41     -0.27514355E-02     -0.27739475E-02     -0.21327835E-02     -0.55119504E-02
      42     -0.27521577E-02     -0.27739475E-02     -0.21478874E-02     -0.55119504E-02
      43     -0.27528721E-02     -0.27739475E-02     -0.21643368E-02     -0.55119504E-02
      44     -0.27535102E-02     -0.27739475E-02     -0.21795037E-02     -0.55119504E-02
      45     -0.27540635E-02     -0.27739475E-02     -0.21949156E-02     -0.55119504E-02
      46     -0.27544824E-02     -0.27739475E-02     -0.22091920E-02     -0.55119504E-02
      47     -0.27549172E-02     -0.27739475E-02     -0.22254050E-02     -0.55119504E-02
      48     -0.27554262E-02     -0.27739475E-02     -0.22401659E-02     -0.55119504E-02
      49     -0.27558451E-02     -0.27739475E-02     -0.22549083E-02     -0.55119504E-02
      50     -0.27562271E-02     -0.27739475E-02     -0.22718229E-02     -0.55119504E-02
      51     -0.27565652E-02     -0.27739475E-02     -0.22870248E-02     -0.55119504E-02
      52     -0.27568643E-02     -0.27739475E-02     -0.23026377E-02     -0.55119504E-02
      53     -0.27571325E-02     -0.27739475E-02     -0.23185131E-02     -0.55119504E-02
      54     -0.27574369E-02     -0.27739475E-02     -0.23337806E-02     -0.55119504E-02
      55     -0.27577084E-02     -0.27739475E-02     -0.23493400E-02     -0.55119504E-02
      56     -0.27579897E-02     -0.27739475E-02     -0.23654618E-02     -0.55119504E-02
      57     -0.27582413E-02     -0.27739475E-02     -0.23809998E-02     -0.55119504E-02
      58     -0.27584899E-02     -0.27739475E-02     -0.23953107E-02     -0.55119504E-02
      59     -0.27587017E-02     -0.27739475E-02     -0.24104639E-02     -0.55119504E-02
      60     -0.27589342E-02     -0.27739475E-02     -0.24259359E-02     -0.55119504E-02
      61     -0.27591711E-02     -0.27739475E-02     -0.24405414E-02     -0.55119504E-02
      62     -0.27593860E-02     -0.27739475E-02     -0.24549210E-02     -0.55119504E-02
      63     -0.27595819E-02     -0.27739475E-02     -0.24695655E-02     -0.55119504E-02
      64     -0.27597917E-02     -0.27739475E-02     -0.24845163E-02     -0.55119504E-02
      65     -0.27599745E-02     -0.27739475E-02     -0.24992706E-02     -0.55119504E-02
      66     -0.27601537E-02     -0.27739475E-02     -0.25139362E-02     -0.55119504E-02
      67     -0.27603463E-02     -0.27739475E-02     -0.25279362E-02     -0.55119504E-02
      68     -0.27605358E-02     -0.27739475E-02     -0.25434053E-02     -0.55119504E-02
      69     -0.27606999E-02     -0.27739475E-02     -0.25572564E-02     -0.55119504E-02
      70     -0.27608655E-02     -0.27739475E-02     -0.25711575E-02     -0.55119504E-02
      71     -0.27610316E-02     -0.27739475E-02     -0.25845997E-02     -0.55119504E-02
      72     -0.27611861E-02     -0.27739475E-02     -0.25977829E-02     -0.55119504E-02
      73     -0.27613733E-02     -0.27739475E-02     -0.26123609E-02     -0.55119504E-02
      74     -0.27615270E-02     -0.27739475E-02     -0.26257657E-02     -0.55119504E-02
      75     -0.27616839E-02     -0.27739475E-02     -0.26396717E-02     -0.55119504E-02
      76     -0.27618256E-02     -0.27739475E-02     -0.26523597E-02     -0.55119504E-02
      77     -0.27619482E-02     -0.27739475E-02     -0.26653661E-02     -0.55119504E-02
      78     -0.27620782E-02     -0.27739475E-02     -0.26783071E-02     -0.55119504E-02
      79     -0.27622048E-02     -0.27739475E-02     -0.26909607E-02     -0.55119504E-02
